"","name","class","mass","fall_found","year","lat","long","continent","country","iso3","masscategory"
"32872","derrick peak","iron",416,"Found",1988,-80.06667,156.38333,"Antarctica","Antarctica","ATA","greater than 100g"
"32873","derrick peak","iron",662,"Found",1988,-80.06667,156.38333,"Antarctica","Antarctica","ATA","greater than 100g"
"32874","derrick peak","iron",110,"Found",1988,-80.06667,156.38333,"Antarctica","Antarctica","ATA","greater than 100g"
"32875","derrick peak","iron",76,"Found",1988,-80.06667,156.38333,"Antarctica","Antarctica","ATA","10g to 100g"
"32876","derrick peak","iron",292,"Found",1988,-80.06667,156.38333,"Antarctica","Antarctica","ATA","greater than 100g"
"32877","derrick peak","iron",1797,"Found",1988,-80.06667,156.38333,"Antarctica","Antarctica","ATA","greater than 100g"
"32879","ghizel","h",375,"Found",1988,29.65972,20.08611,"Africa","Libya","LBY","greater than 100g"
"32880","lake machattie","h",2600,"Found",1988,-24.83333,139.8,"Australia","Australia","AUS","greater than 100g"
"32881","lea county","h",498,"Found",1988,32.03333,-103.15,"North America","United States of America","USA","greater than 100g"
"32882","lea county","k",11,"Found",1988,32.03333,-103.16667,"North America","United States of America","USA","10g to 100g"
"32883","lewis cliff","cm",44.9,"Found",1988,-84.27547,161.44985,"Antarctica","Antarctica","ATA","10g to 100g"
"32884","lewis cliff","cm",7.2,"Found",1988,-84.2804,161.36849,"Antarctica","Antarctica","ATA","1g to 10g"
"32885","lewis cliff","cm",1.7,"Found",1988,-84.27467,161.37784,"Antarctica","Antarctica","ATA","1g to 10g"
"32886","lewis cliff","eucrite",253.9,"Found",1988,-84.24947,161.38777,"Antarctica","Antarctica","ATA","greater than 100g"
"32887","lewis cliff","ureilite",27,"Found",1988,-84.2816,161.34144,"Antarctica","Antarctica","ATA","10g to 100g"
"32888","lewis cliff","eucrite",8.4,"Found",1988,-84.27591,161.41072,"Antarctica","Antarctica","ATA","1g to 10g"
"32889","lewis cliff","diogenite",17.9,"Found",1988,-84.23854,161.48636,"Antarctica","Antarctica","ATA","10g to 100g"
"32890","lewis cliff","eucrite",11.7,"Found",1988,-84.27378,161.3755,"Antarctica","Antarctica","ATA","10g to 100g"
"32891","lewis cliff","eucrite",7.1,"Found",1988,-84.23579,161.47413,"Antarctica","Antarctica","ATA","1g to 10g"
"32892","lewis cliff","diogenite",2,"Found",1988,-84.28042,161.38763,"Antarctica","Antarctica","ATA","1g to 10g"
"32893","lewis cliff","ureilite",3.8,"Found",1988,-84.2477,161.42524,"Antarctica","Antarctica","ATA","1g to 10g"
"32894","lewis cliff","h",219.1,"Found",1988,-84.27604,161.34151,"Antarctica","Antarctica","ATA","greater than 100g"
"32895","lewis cliff","h",466.5,"Found",1988,-84.27744,161.64044,"Antarctica","Antarctica","ATA","greater than 100g"
"32896","lewis cliff","l",528.2,"Found",1988,-84.28333,161.08333,"Antarctica","Antarctica","ATA","greater than 100g"
"32897","lewis cliff","l",308,"Found",1988,-84.25098,161.40332,"Antarctica","Antarctica","ATA","greater than 100g"
"32898","lewis cliff","l",263.9,"Found",1988,-84.24397,161.42497,"Antarctica","Antarctica","ATA","greater than 100g"
"32899","lewis cliff","l",215.1,"Found",1988,-84.28793,161.32257,"Antarctica","Antarctica","ATA","greater than 100g"
"32900","lewis cliff","h",238,"Found",1988,-84.23224,161.57817,"Antarctica","Antarctica","ATA","greater than 100g"
"32901","lewis cliff","h",107.3,"Found",1988,-84.23202,161.57646,"Antarctica","Antarctica","ATA","greater than 100g"
"32902","lewis cliff","h",731,"Found",1988,-84.26679,161.33674,"Antarctica","Antarctica","ATA","greater than 100g"
"32903","lewis cliff","h",1274.3,"Found",1988,-84.24974,161.38359,"Antarctica","Antarctica","ATA","greater than 100g"
"32904","lewis cliff","iron",8,"Found",1988,-84.28333,161.08333,"Antarctica","Antarctica","ATA","1g to 10g"
"32905","lewis cliff","h",23.1,"Found",1988,-84.25164,161.39897,"Antarctica","Antarctica","ATA","10g to 100g"
"32906","lewis cliff","h",31.4,"Found",1988,-84.24689,161.52939,"Antarctica","Antarctica","ATA","10g to 100g"
"32907","lewis cliff","h",9,"Found",1988,-84.25077,161.40199,"Antarctica","Antarctica","ATA","1g to 10g"
"32908","lewis cliff","h",10.9,"Found",1988,-84.24671,161.46114,"Antarctica","Antarctica","ATA","10g to 100g"
"32909","lewis cliff","h",6.7,"Found",1988,-84.25132,161.40133,"Antarctica","Antarctica","ATA","1g to 10g"
"32910","lewis cliff","h",10.6,"Found",1988,-84.23672,161.5276,"Antarctica","Antarctica","ATA","10g to 100g"
"32911","lewis cliff","h",35.2,"Found",1988,-84.24349,161.41674,"Antarctica","Antarctica","ATA","10g to 100g"
"32912","lewis cliff","l",6.1,"Found",1988,-84.2437,161.41893,"Antarctica","Antarctica","ATA","1g to 10g"
"32913","lewis cliff","l",11.2,"Found",1988,-84.24692,161.45952,"Antarctica","Antarctica","ATA","10g to 100g"
"32914","lewis cliff","l",1.9,"Found",1988,-84.24613,161.4638,"Antarctica","Antarctica","ATA","1g to 10g"
"32915","lewis cliff","h",7.3,"Found",1988,-84.25152,161.39353,"Antarctica","Antarctica","ATA","1g to 10g"
"32916","lewis cliff","h",6.1,"Found",1988,-84.25082,161.40318,"Antarctica","Antarctica","ATA","1g to 10g"
"32917","lewis cliff","h",4.1,"Found",1988,-84.25155,161.39749,"Antarctica","Antarctica","ATA","1g to 10g"
"32918","lewis cliff","h",3.8,"Found",1988,-84.24538,161.46989,"Antarctica","Antarctica","ATA","1g to 10g"
"32919","lewis cliff","l",4.2,"Found",1988,-84.24554,161.50052,"Antarctica","Antarctica","ATA","1g to 10g"
"32920","lewis cliff","l",14.9,"Found",1988,-84.24385,161.42425,"Antarctica","Antarctica","ATA","10g to 100g"
"32921","lewis cliff","h",10.6,"Found",1988,-84.25098,161.40465,"Antarctica","Antarctica","ATA","10g to 100g"
"32922","lewis cliff","l",9.2,"Found",1988,-84.24626,161.46764,"Antarctica","Antarctica","ATA","1g to 10g"
"32923","lewis cliff","h",7,"Found",1988,-84.24533,161.42408,"Antarctica","Antarctica","ATA","1g to 10g"
"32924","lewis cliff","l",8.3,"Found",1988,-84.24334,161.4258,"Antarctica","Antarctica","ATA","1g to 10g"
"32925","lewis cliff","l",7.9,"Found",1988,-84.24712,161.45428,"Antarctica","Antarctica","ATA","1g to 10g"
"32926","lewis cliff","h",3.6,"Found",1988,-84.24568,161.4447,"Antarctica","Antarctica","ATA","1g to 10g"
"32927","lewis cliff","h",5.5,"Found",1988,-84.24553,161.43385,"Antarctica","Antarctica","ATA","1g to 10g"
"32928","lewis cliff","h",6.8,"Found",1988,-84.24793,161.47828,"Antarctica","Antarctica","ATA","1g to 10g"
"32929","lewis cliff","h",3.9,"Found",1988,-84.24622,161.47499,"Antarctica","Antarctica","ATA","1g to 10g"
"32930","lewis cliff","l",1.9,"Found",1988,-84.2432,161.42401,"Antarctica","Antarctica","ATA","1g to 10g"
"32931","lewis cliff","h",6.2,"Found",1988,-84.25092,161.40393,"Antarctica","Antarctica","ATA","1g to 10g"
"32932","lewis cliff","h",7.2,"Found",1988,-84.25174,161.40353,"Antarctica","Antarctica","ATA","1g to 10g"
"32933","lewis cliff","h",0.5,"Found",1988,-84.24507,161.44897,"Antarctica","Antarctica","ATA","less than 1g"
"32934","lewis cliff","h",6.3,"Found",1988,-84.25085,161.39477,"Antarctica","Antarctica","ATA","1g to 10g"
"32935","lewis cliff","h",6.1,"Found",1988,-84.25173,161.39564,"Antarctica","Antarctica","ATA","1g to 10g"
"32936","lewis cliff","iron",1.7,"Found",1988,-84.24588,161.44441,"Antarctica","Antarctica","ATA","1g to 10g"
"32937","lewis cliff","l",3,"Found",1988,-84.25152,161.39855,"Antarctica","Antarctica","ATA","1g to 10g"
"32938","lewis cliff","h",8.4,"Found",1988,-84.24634,161.45273,"Antarctica","Antarctica","ATA","1g to 10g"
"32939","lewis cliff","l",66.7,"Found",1988,-84.24509,161.49137,"Antarctica","Antarctica","ATA","10g to 100g"
"32940","lewis cliff","l",10.8,"Found",1988,-84.25168,161.40149,"Antarctica","Antarctica","ATA","10g to 100g"
"32941","lewis cliff","l",24.6,"Found",1988,-84.24292,161.42643,"Antarctica","Antarctica","ATA","10g to 100g"
"32942","lewis cliff","l",2.3,"Found",1988,-84.24578,161.4396,"Antarctica","Antarctica","ATA","1g to 10g"
"32943","lewis cliff","h",8.9,"Found",1988,-84.24719,161.47906,"Antarctica","Antarctica","ATA","1g to 10g"
"32944","lewis cliff","l",22.8,"Found",1988,-84.24536,161.45055,"Antarctica","Antarctica","ATA","10g to 100g"
"32945","lewis cliff","h",28.9,"Found",1988,-84.24527,161.40606,"Antarctica","Antarctica","ATA","10g to 100g"
"32946","lewis cliff","h",9.1,"Found",1988,-84.24473,161.41512,"Antarctica","Antarctica","ATA","1g to 10g"
"32947","lewis cliff","l",7.5,"Found",1988,-84.24403,161.43203,"Antarctica","Antarctica","ATA","1g to 10g"
"32948","lewis cliff","l",11.5,"Found",1988,-84.25265,161.41543,"Antarctica","Antarctica","ATA","10g to 100g"
"32949","lewis cliff","l",8,"Found",1988,-84.24499,161.41825,"Antarctica","Antarctica","ATA","1g to 10g"
"32950","lewis cliff","l",3.5,"Found",1988,-84.24498,161.40753,"Antarctica","Antarctica","ATA","1g to 10g"
"32951","lewis cliff","h",5.5,"Found",1988,-84.24539,161.4515,"Antarctica","Antarctica","ATA","1g to 10g"
"32952","lewis cliff","h",8.3,"Found",1988,-84.2527,161.41326,"Antarctica","Antarctica","ATA","1g to 10g"
"32953","lewis cliff","h",32.6,"Found",1988,-84.2527,161.41948,"Antarctica","Antarctica","ATA","10g to 100g"
"32954","lewis cliff","l",3.2,"Found",1988,-84.24489,161.41421,"Antarctica","Antarctica","ATA","1g to 10g"
"32955","lewis cliff","h",2.2,"Found",1988,-84.25306,161.39009,"Antarctica","Antarctica","ATA","1g to 10g"
"32956","lewis cliff","l",6.9,"Found",1988,-84.24541,161.44752,"Antarctica","Antarctica","ATA","1g to 10g"
"32957","lewis cliff","h",4.2,"Found",1988,-84.2449,161.42359,"Antarctica","Antarctica","ATA","1g to 10g"
"32958","lewis cliff","h",20.6,"Found",1988,-84.24496,161.40661,"Antarctica","Antarctica","ATA","10g to 100g"
"32959","lewis cliff","l",9.7,"Found",1988,-84.24546,161.42012,"Antarctica","Antarctica","ATA","1g to 10g"
"32960","lewis cliff","h",7,"Found",1988,-84.24411,161.42107,"Antarctica","Antarctica","ATA","1g to 10g"
"32961","lewis cliff","h",11,"Found",1988,-84.25274,161.38893,"Antarctica","Antarctica","ATA","10g to 100g"
"32962","lewis cliff","h",11.5,"Found",1988,-84.25214,161.39776,"Antarctica","Antarctica","ATA","10g to 100g"
"32963","lewis cliff","l",27.2,"Found",1988,-84.25286,161.39416,"Antarctica","Antarctica","ATA","10g to 100g"
"32964","lewis cliff","h",7.9,"Found",1988,-84.24513,161.405,"Antarctica","Antarctica","ATA","1g to 10g"
"32965","lewis cliff","h",36.2,"Found",1988,-84.25285,161.40481,"Antarctica","Antarctica","ATA","10g to 100g"
"32966","lewis cliff","h",7.3,"Found",1988,-84.24513,161.41736,"Antarctica","Antarctica","ATA","1g to 10g"
"32967","lewis cliff","h",4.4,"Found",1988,-84.24473,161.42959,"Antarctica","Antarctica","ATA","1g to 10g"
"32968","lewis cliff","l",14.3,"Found",1988,-84.25245,161.40247,"Antarctica","Antarctica","ATA","10g to 100g"
"32969","lewis cliff","h",25.5,"Found",1988,-84.2449,161.41244,"Antarctica","Antarctica","ATA","10g to 100g"
"32970","lewis cliff","l",7.7,"Found",1988,-84.25222,161.40951,"Antarctica","Antarctica","ATA","1g to 10g"
"32971","lewis cliff","h",7.8,"Found",1988,-84.25234,161.41725,"Antarctica","Antarctica","ATA","1g to 10g"
"32972","lewis cliff","h",3.5,"Found",1988,-84.25267,161.38954,"Antarctica","Antarctica","ATA","1g to 10g"
"32973","lewis cliff","h",11.9,"Found",1988,-84.25216,161.38367,"Antarctica","Antarctica","ATA","10g to 100g"
"32974","lewis cliff","h",3.8,"Found",1988,-84.25208,161.40562,"Antarctica","Antarctica","ATA","1g to 10g"
"32975","lewis cliff","h",12.3,"Found",1988,-84.25264,161.3956,"Antarctica","Antarctica","ATA","10g to 100g"
"32976","lewis cliff","h",11.9,"Found",1988,-84.25284,161.38465,"Antarctica","Antarctica","ATA","10g to 100g"
"32977","lewis cliff","h",5.2,"Found",1988,-84.25263,161.40654,"Antarctica","Antarctica","ATA","1g to 10g"
"32978","lewis cliff","h",9.1,"Found",1988,-84.25256,161.40572,"Antarctica","Antarctica","ATA","1g to 10g"
"32979","lewis cliff","l",12.3,"Found",1988,-84.25234,161.39705,"Antarctica","Antarctica","ATA","10g to 100g"
"32980","lewis cliff","h",7,"Found",1988,-84.25192,161.4008,"Antarctica","Antarctica","ATA","1g to 10g"
"32981","lewis cliff","h",21.6,"Found",1988,-84.25112,161.40629,"Antarctica","Antarctica","ATA","10g to 100g"
"32982","lewis cliff","h",10.9,"Found",1988,-84.25259,161.36945,"Antarctica","Antarctica","ATA","10g to 100g"
"32983","lewis cliff","l",3.8,"Found",1988,-84.23522,161.47954,"Antarctica","Antarctica","ATA","1g to 10g"
"32984","lewis cliff","h",11.9,"Found",1988,-84.24675,161.42207,"Antarctica","Antarctica","ATA","10g to 100g"
"32985","lewis cliff","h",9.5,"Found",1988,-84.25283,161.37754,"Antarctica","Antarctica","ATA","1g to 10g"
"32986","lewis cliff","h",19.6,"Found",1988,-84.25533,161.40158,"Antarctica","Antarctica","ATA","10g to 100g"
"32987","lewis cliff","h",9,"Found",1988,-84.25536,161.40218,"Antarctica","Antarctica","ATA","1g to 10g"
"32988","lewis cliff","l",12.6,"Found",1988,-84.27698,161.353,"Antarctica","Antarctica","ATA","10g to 100g"
"32989","lewis cliff","l",19.8,"Found",1988,-84.25248,161.38069,"Antarctica","Antarctica","ATA","10g to 100g"
"32990","lewis cliff","h",33.7,"Found",1988,-84.25164,161.37829,"Antarctica","Antarctica","ATA","10g to 100g"
"32991","lewis cliff","h",25.2,"Found",1988,-84.27445,161.40848,"Antarctica","Antarctica","ATA","10g to 100g"
"32992","lewis cliff","l",9.9,"Found",1988,-84.25243,161.37108,"Antarctica","Antarctica","ATA","1g to 10g"
"32993","lewis cliff","l",7.4,"Found",1988,-84.27448,161.40246,"Antarctica","Antarctica","ATA","1g to 10g"
"32994","lewis cliff","h",9.3,"Found",1988,-84.2533,161.40759,"Antarctica","Antarctica","ATA","1g to 10g"
"32995","lewis cliff","h",17,"Found",1988,-84.25332,161.39463,"Antarctica","Antarctica","ATA","10g to 100g"
"32996","lewis cliff","h",73.1,"Found",1988,-84.25151,161.3678,"Antarctica","Antarctica","ATA","10g to 100g"
"32997","lewis cliff","h",7.1,"Found",1988,-84.25325,161.39431,"Antarctica","Antarctica","ATA","1g to 10g"
"32998","lewis cliff","l",11.1,"Found",1988,-84.25183,161.37509,"Antarctica","Antarctica","ATA","10g to 100g"
"32999","lewis cliff","h",39.4,"Found",1988,-84.25244,161.35721,"Antarctica","Antarctica","ATA","10g to 100g"
"33000","lewis cliff","h",32.1,"Found",1988,-84.25167,161.36664,"Antarctica","Antarctica","ATA","10g to 100g"
"33001","lewis cliff","h",15.6,"Found",1988,-84.25284,161.3734,"Antarctica","Antarctica","ATA","10g to 100g"
"33002","lewis cliff","h",8.3,"Found",1988,-84.27578,161.41066,"Antarctica","Antarctica","ATA","1g to 10g"
"33003","lewis cliff","l",3.8,"Found",1988,-84.25256,161.36577,"Antarctica","Antarctica","ATA","1g to 10g"
"33004","lewis cliff","ll",4.3,"Found",1988,-84.25453,161.38273,"Antarctica","Antarctica","ATA","1g to 10g"
"33005","lewis cliff","l",23.4,"Found",1988,-84.2528,161.37471,"Antarctica","Antarctica","ATA","10g to 100g"
"33006","lewis cliff","h",3.8,"Found",1988,-84.27473,161.40813,"Antarctica","Antarctica","ATA","1g to 10g"
"33007","lewis cliff","h",8.8,"Found",1988,-84.25303,161.4031,"Antarctica","Antarctica","ATA","1g to 10g"
"33008","lewis cliff","h",3.4,"Found",1988,-84.26779,161.40828,"Antarctica","Antarctica","ATA","1g to 10g"
"33009","lewis cliff","h",17.9,"Found",1988,-84.23427,161.60503,"Antarctica","Antarctica","ATA","10g to 100g"
"33010","lewis cliff","h",4.9,"Found",1988,-84.25048,161.4421,"Antarctica","Antarctica","ATA","1g to 10g"
"33011","lewis cliff","h",4.5,"Found",1988,-84.27719,161.38404,"Antarctica","Antarctica","ATA","1g to 10g"
"33012","lewis cliff","h",7.1,"Found",1988,-84.28333,161.08333,"Antarctica","Antarctica","ATA","1g to 10g"
"33013","lewis cliff","l",3.5,"Found",1988,-84.2419,161.4389,"Antarctica","Antarctica","ATA","1g to 10g"
"33014","lewis cliff","l",5.7,"Found",1988,-84.24526,161.38972,"Antarctica","Antarctica","ATA","1g to 10g"
"33015","lewis cliff","el",16,"Found",1988,-84.26492,161.36281,"Antarctica","Antarctica","ATA","10g to 100g"
"33016","lewis cliff","h",34.6,"Found",1988,-84.24651,161.39562,"Antarctica","Antarctica","ATA","10g to 100g"
"33017","lewis cliff","h",26.1,"Found",1988,-84.24555,161.40203,"Antarctica","Antarctica","ATA","10g to 100g"
"33018","lewis cliff","h",6.2,"Found",1988,-84.24551,161.41124,"Antarctica","Antarctica","ATA","1g to 10g"
"33019","lewis cliff","l",5.1,"Found",1988,-84.27451,161.40707,"Antarctica","Antarctica","ATA","1g to 10g"
"33020","lewis cliff","h",10.4,"Found",1988,-84.24587,161.39983,"Antarctica","Antarctica","ATA","10g to 100g"
"33021","lewis cliff","h",4.9,"Found",1988,-84.24548,161.41758,"Antarctica","Antarctica","ATA","1g to 10g"
"33022","lewis cliff","h",6.6,"Found",1988,-84.2455,161.40545,"Antarctica","Antarctica","ATA","1g to 10g"
"33023","lewis cliff","h",53.4,"Found",1988,-84.24554,161.41582,"Antarctica","Antarctica","ATA","10g to 100g"
"33024","lewis cliff","h",18.8,"Found",1988,-84.24661,161.38584,"Antarctica","Antarctica","ATA","10g to 100g"
"33025","lewis cliff","h",3.4,"Found",1988,-84.24567,161.42829,"Antarctica","Antarctica","ATA","1g to 10g"
"33026","lewis cliff","l",5,"Found",1988,-84.24539,161.41212,"Antarctica","Antarctica","ATA","1g to 10g"
"33027","lewis cliff","h",19.7,"Found",1988,-84.24646,161.39773,"Antarctica","Antarctica","ATA","10g to 100g"
"33028","lewis cliff","h",4.4,"Found",1988,-84.24545,161.41087,"Antarctica","Antarctica","ATA","1g to 10g"
"33029","lewis cliff","h",1.5,"Found",1988,-84.27543,161.40962,"Antarctica","Antarctica","ATA","1g to 10g"
"33030","lewis cliff","h",3.7,"Found",1988,-84.27481,161.40899,"Antarctica","Antarctica","ATA","1g to 10g"
"33031","lewis cliff","h",5.9,"Found",1988,-84.24608,161.40195,"Antarctica","Antarctica","ATA","1g to 10g"
"33032","lewis cliff","h",2.9,"Found",1988,-84.27542,161.41166,"Antarctica","Antarctica","ATA","1g to 10g"
"33033","lewis cliff","h",1,"Found",1988,-84.27496,161.40915,"Antarctica","Antarctica","ATA","less than 1g"
"33034","lewis cliff","h",1.5,"Found",1988,-84.27575,161.41114,"Antarctica","Antarctica","ATA","1g to 10g"
"33035","lewis cliff","h",19.7,"Found",1988,-84.24273,161.42397,"Antarctica","Antarctica","ATA","10g to 100g"
"33036","lewis cliff","h",32,"Found",1988,-84.24907,161.38393,"Antarctica","Antarctica","ATA","10g to 100g"
"33037","lewis cliff","h",22.1,"Found",1988,-84.25184,161.39013,"Antarctica","Antarctica","ATA","10g to 100g"
"33038","lewis cliff","h",35.1,"Found",1988,-84.24786,161.3768,"Antarctica","Antarctica","ATA","10g to 100g"
"33039","lewis cliff","h",32.8,"Found",1988,-84.26271,161.34984,"Antarctica","Antarctica","ATA","10g to 100g"
"33040","lewis cliff","h",21.1,"Found",1988,-84.25087,161.41703,"Antarctica","Antarctica","ATA","10g to 100g"
"33041","lewis cliff","h",22,"Found",1988,-84.25069,161.40078,"Antarctica","Antarctica","ATA","10g to 100g"
"33042","lewis cliff","h",29.1,"Found",1988,-84.2375,161.43452,"Antarctica","Antarctica","ATA","10g to 100g"
"33043","lewis cliff","h",79.1,"Found",1988,-84.24735,161.37944,"Antarctica","Antarctica","ATA","10g to 100g"
"33044","lewis cliff","l",74.2,"Found",1988,-84.23792,161.46094,"Antarctica","Antarctica","ATA","10g to 100g"
"33045","lewis cliff","l",52.3,"Found",1988,-84.2377,161.4591,"Antarctica","Antarctica","ATA","10g to 100g"
