"","name","class","mass","fall_found","year","lat","long","continent","country","iso3","masscategory"
"32601","asuka","eucrite",649.23,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32602","asuka","eucrite",761.68,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32603","asuka","eucrite",456.69,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32604","asuka","e",32.84,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32605","asuka","h",520.52,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32606","asuka","h",97.08,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32607","asuka","h",224.08,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32608","asuka","ll",3078.02,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32609","asuka","l",264.83,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32610","asuka","l",76.86,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32611","asuka","h",210.06,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32612","asuka","ll",218.3,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32613","asuka","ll",55.57,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32614","asuka","diogenite",80.36,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32615","asuka","diogenite",39.62,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32616","asuka","ll",58.87,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32617","asuka","l",51.53,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32618","asuka","h",130.71,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32619","asuka","ll",40.76,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32620","asuka","h",13.23,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32621","asuka","h",1279.71,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32622","asuka","ll",52.54,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32623","asuka","l",1024.01,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32624","asuka","l",35.12,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32625","asuka","h",14.75,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32626","asuka","h",118.87,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32627","asuka","l",171.3,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32628","asuka","h",1343.04,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32629","asuka","l",571.61,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32630","asuka","ll",1182.89,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32631","asuka","h",20.56,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32632","asuka","h",64.04,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32633","asuka","ll",248.62,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32634","asuka","l",317.16,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32635","asuka","l",178.87,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32636","asuka","h",86.7,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32637","asuka","l",27.58,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32638","asuka","ll",19.62,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32639","asuka","ll",82.33,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32640","asuka","l",44.28,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32641","asuka","h",177.22,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32642","asuka","ll",216.37,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32643","asuka","ll",116.48,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32644","asuka","h",113.37,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32645","asuka","ll",81.9,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32646","asuka","ll",83.28,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32647","asuka","ll",87.49,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32648","asuka","h",32.48,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32649","asuka","ll",212.66,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32650","asuka","l",2569,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32651","asuka","h",72.03,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32652","asuka","h",19.27,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32653","asuka","h",32.59,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32654","asuka","h",51.3,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32655","asuka","h",148.58,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32656","asuka","l",40.81,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32657","asuka","ll",137.08,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32658","asuka","ll",2095,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32659","asuka","h",365.95,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32660","asuka","h",897.06,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32661","asuka","h",174.58,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32662","asuka","h",25.74,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32663","asuka","h",87.58,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32664","asuka","l",10.23,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32665","asuka","l",558.594,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32666","asuka","l",241.66,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32667","asuka","ll",6567,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32668","asuka","ll",957.99,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32669","asuka","l",103.46,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32670","asuka","acapulcoite",907.87,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32671","asuka","l",274.2,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32672","asuka","l",84.79,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32673","asuka","l",23.77,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32674","asuka","ll",202.53,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32675","asuka","h",67.65,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32676","asuka","h",144.37,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32677","asuka","ll",601.44,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32678","asuka","ll",332.82,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32679","asuka","ll",1625,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32680","asuka","h",62.5,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32681","asuka","l",111.18,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32682","asuka","h",69.16,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32683","asuka","ll",306.84,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32684","asuka","l",832.92,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32685","asuka","l",31.37,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32686","asuka","h",55.38,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32687","asuka","h",42.11,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32688","asuka","ll",100.05,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32689","asuka","l",170.4,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32690","asuka","h",84.03,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32691","asuka","h",11.84,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32692","asuka","h",59.8,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32693","asuka","h",190.85,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32694","asuka","el",19.22,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32695","asuka","ureilite",153.62,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32696","asuka","l",58.24,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32697","asuka","h",41.69,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32698","asuka","h",92.26,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32699","asuka","l",69.96,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32700","asuka","h",486.93,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32701","asuka","l",104.65,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32702","asuka","h",71.8,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32703","asuka","h",32.4,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32704","asuka","h",264.58,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32705","asuka","h",92.31,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32706","asuka","h",66.13,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32707","asuka","diogenite",79.66,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32708","asuka","h",64.29,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32709","asuka","h",528.12,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32710","asuka","l",141.25,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32711","asuka","ck",23.88,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32712","asuka","h",11.62,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32713","asuka","l",28.54,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32714","asuka","cm",40,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32715","asuka","h",26.54,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32716","asuka","h",49.03,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32717","asuka","h",154.06,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32718","asuka","h",30.24,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32719","asuka","l",89.3,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32720","asuka","h",24.95,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32721","asuka","h",58.77,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32722","asuka","l",26.33,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32723","asuka","h",10.1,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32724","asuka","h",62.25,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32725","asuka","l",263.57,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32726","asuka","h",26.04,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32727","asuka","h",307,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32728","asuka","l",33.91,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32729","asuka","l",393.47,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32730","asuka","h",18.86,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32731","asuka","l",957.42,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32732","asuka","l",38.72,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32733","asuka","h",3327,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32734","asuka","l",1650.55,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32735","asuka","l",731.29,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32736","asuka","h",400.9,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32737","asuka","ll",810.36,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32738","asuka","h",120.3,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32739","asuka","h",7.95,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","1g to 10g"
"32740","asuka","l",35.73,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32741","asuka","h",16.54,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32742","asuka","l",10147,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32743","asuka","h",89.02,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32744","asuka","r",171.9,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32745","asuka","ureilite",38.62,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32746","asuka","h",123.43,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32747","asuka","l",1071.19,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32748","asuka","l",144.89,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32749","asuka","ll",14.87,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32750","asuka","l",92.7,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32751","asuka","l",36.46,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32752","asuka","ll",152.48,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32753","asuka","h",33.47,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32754","asuka","h",201.75,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32755","asuka","l",305.31,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32756","asuka","h",851.63,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32757","asuka","l",639.33,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32758","asuka","h",375.5,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32759","asuka","h",1131.49,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32760","asuka","h",43.36,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32761","asuka","l",305.97,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32762","asuka","l",833.23,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32763","asuka","h",89.96,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32764","asuka","l",83.06,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32765","asuka","h",10.11,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32766","asuka","l",18.92,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32767","asuka","ll",24.63,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32768","asuka","l",45.21,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32769","asuka","h",32.11,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32770","asuka","h",47.24,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32771","asuka","h",567.67,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32772","asuka","l",60.66,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32773","asuka","l",230.6,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32774","asuka","l",41.85,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32775","asuka","l",3547,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32776","asuka","l",256.61,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32777","asuka","mesosiderite",1115.45,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32778","asuka","h",107.44,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32779","asuka","l",1446.84,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32780","asuka","h",10.17,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32781","asuka","l",273.4,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32782","asuka","h",335.19,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32783","asuka","l",328.29,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32784","asuka","l",51.63,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32785","asuka","l",72.83,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32786","asuka","l",280.55,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32787","asuka","l",123.35,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32788","asuka","l",142.28,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32789","asuka","l",303.89,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32790","asuka","el",383.92,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32791","asuka","l",212.85,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32792","asuka","l",149.88,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32793","asuka","h",2504,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32794","asuka","h",27.7,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32795","asuka","h",58.14,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32796","asuka","h",90.7,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32797","asuka","h",15.82,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32798","asuka","l",492.3,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32799","asuka","h",250.83,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32800","asuka","l",83.16,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32801","asuka","l",136.94,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32802","asuka","h",63.59,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32803","asuka","h",869.7,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32804","asuka","l",213.51,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32805","asuka","l",40.19,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32806","asuka","h",274.92,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32807","asuka","h",2902,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32808","asuka","eh",33.52,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32809","asuka","h",554.12,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32810","asuka","ll",528.4,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32811","asuka","h",1728.59,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32812","asuka","h",1171.38,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32813","asuka","h",100.85,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32814","asuka","ll",104.54,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32815","asuka","el",15.62,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32816","asuka","l",303.14,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32817","asuka","h",264.61,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32818","asuka","l",65.48,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32819","asuka","h",16.83,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32820","asuka","h",296.44,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32821","asuka","ll",251.96,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32822","asuka","h",269.73,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32823","asuka","h",14.03,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32824","asuka","h",28.97,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32825","asuka","h",89.06,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32826","asuka","h",48.97,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32827","asuka","h",569.07,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32828","asuka","ll",151.56,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32829","asuka","l",101.24,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32830","asuka","h",107.78,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32831","asuka","l",213.2,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32832","asuka","l",11.37,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32833","asuka","h",19.42,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32834","asuka","l",12.56,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32835","asuka","h",189.63,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32836","asuka","ll",73.81,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32837","asuka","h",1606.34,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32838","asuka","co",112.89,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32839","asuka","h",133.64,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32840","asuka","l",56.75,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32841","asuka","l",280.77,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32842","asuka","ll",180.9,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32843","asuka","ll",22.19,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32844","asuka","l",35.62,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32845","asuka","l",992.45,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32846","asuka","ll",126.01,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32847","asuka","l",14.31,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32848","asuka","h",61.9,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32849","asuka","l",290.34,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32850","asuka","l",23.58,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32851","asuka","l",532.11,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32852","asuka","l",171.03,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32853","asuka","h",66.21,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32854","asuka","ll",59.27,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32855","asuka","c",53.98,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32856","asuka","l",855.61,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32857","asuka","h",86.06,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32858","asuka","h",163.8,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32859","asuka","ll",48.61,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32860","asuka","l",219.62,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32861","asuka","h",155.59,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32862","asuka","h",3686,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32863","asuka","h",214.93,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","greater than 100g"
"32864","asuka","h",21.83,"Found",1988,-72,26,"Antarctica","Antarctica","ATA","10g to 100g"
"32865","camel donga","cv",55.1,"Found",1988,-30.31667,126.61667,"Australia","Australia","AUS","10g to 100g"
"32866","ceniceros","l",1025,"Fell",1988,26.46667,-105.23333,"South America","Mexico","MEX","greater than 100g"
"32867","chela","h",2936,"Fell",1988,-3.66667,32.5,"Africa","United Republic of Tanzania","TZA","greater than 100g"
"32868","chisenga","iron",3920,"Fell",1988,-10.05944,33.395,"Africa","Malawi","MWI","greater than 100g"
"32869","derrick peak","iron",63000,"Found",1988,-80.06667,156.38333,"Antarctica","Antarctica","ATA","greater than 100g"
"32870","derrick peak","iron",4000,"Found",1988,-80.06667,156.38333,"Antarctica","Antarctica","ATA","greater than 100g"
"32871","derrick peak","iron",1700,"Found",1988,-80.06667,156.38333,"Antarctica","Antarctica","ATA","greater than 100g"
